epoch,accuracy,loss,val_accuracy,val_loss
0,0.40658190846443176,1.626878023147583,0.6770334839820862,1.0828676223754883
1,0.5892296433448792,1.051666021347046,0.730861246585846,0.8358556628227234
2,0.6357516646385193,0.9222217202186584,0.7565789222717285,0.7444671988487244
3,0.6545998454093933,0.8652092218399048,0.7703348994255066,0.711173951625824
4,0.6771877408027649,0.8216027021408081,0.7781100273132324,0.6773470640182495
5,0.6807778477668762,0.7953497767448425,0.7840909361839294,0.6420006155967712
6,0.694091260433197,0.7797713279724121,0.7858851552009583,0.6374752521514893
7,0.6973822116851807,0.7647809982299805,0.7840909361839294,0.6262304782867432
8,0.7059087753295898,0.7409946918487549,0.7882775068283081,0.6154080033302307
9,0.7135377526283264,0.7202192544937134,0.7912679314613342,0.6019183993339539
10,0.7139865159988403,0.7221075892448425,0.7966507077217102,0.5936226844787598
11,0.7150336503982544,0.7170451283454895,0.7966507077217102,0.5895755290985107
12,0.7238593697547913,0.7060789465904236,0.7942583560943604,0.5885052680969238
13,0.7274495363235474,0.691308319568634,0.7960526347160339,0.5859421491622925
14,0.7241585850715637,0.6935842633247375,0.8002392053604126,0.57796710729599
15,0.7338818311691284,0.680178701877594,0.8008373379707336,0.5693448185920715
16,0.7359760403633118,0.6700654625892639,0.8008373379707336,0.5689446330070496
17,0.7332834601402283,0.6825755834579468,0.8008373379707336,0.5698858499526978
18,0.7344802021980286,0.673555850982666,0.8050239086151123,0.5649182200431824
19,0.7299925088882446,0.6757875084877014,0.8026315569877625,0.5635013580322266
20,0.7371727824211121,0.6619506478309631,0.8056219816207886,0.5601365566253662
21,0.7364248037338257,0.658996045589447,0.8056219816207886,0.5586135983467102
22,0.7388182282447815,0.6637446880340576,0.809808611869812,0.5557496547698975
23,0.7377711534500122,0.656621515750885,0.8086124658584595,0.5551455616950989
24,0.7407628893852234,0.656445324420929,0.8080143332481384,0.5556585192680359
25,0.7364248037338257,0.6668098568916321,0.8110047578811646,0.5534167289733887
26,0.7413612604141235,0.6602460145950317,0.8116028904914856,0.5523794889450073
27,0.742557942867279,0.6525320410728455,0.8116028904914856,0.5510991215705872
28,0.7474943995475769,0.6449190974235535,0.8122009634971619,0.5502711534500122
29,0.73866868019104,0.6538439393043518,0.8122009634971619,0.5502881407737732
30,0.7488406896591187,0.6470414400100708,0.8127990365028381,0.5479300618171692
31,0.7510845065116882,0.6406037211418152,0.8122009634971619,0.5472238063812256
32,0.7439042925834656,0.647246778011322,0.8116028904914856,0.5475336909294128
33,0.744502604007721,0.6501815915107727,0.8122009634971619,0.5458322763442993
34,0.7416604161262512,0.6461597084999084,0.8116028904914856,0.5452918410301208
35,0.7454001307487488,0.6443756222724915,0.8122009634971619,0.543754518032074
36,0.7451009750366211,0.644761323928833,0.8116028904914856,0.5437512993812561
37,0.7448018193244934,0.6455336809158325,0.8116028904914856,0.5437424182891846
38,0.7434554696083069,0.6411401629447937,0.8116028904914856,0.5439030528068542
39,0.7471951842308044,0.6465725898742676,0.8116028904914856,0.5433540344238281
40,0.7501869797706604,0.6387409567832947,0.8122009634971619,0.5435587167739868
41,0.7419596314430237,0.6427220106124878,0.8122009634971619,0.5430487990379333
42,0.7467464208602905,0.6416468024253845,0.8122009634971619,0.5422422289848328
43,0.7467464208602905,0.6429099440574646,0.8127990365028381,0.5418464541435242
44,0.7503365874290466,0.6319578886032104,0.8122009634971619,0.5413293242454529
45,0.7422587871551514,0.6450762748718262,0.8122009634971619,0.5409215688705444
46,0.7433059215545654,0.6536656022071838,0.8122009634971619,0.5406347513198853
47,0.7521316409111023,0.6274839639663696,0.8122009634971619,0.5406501889228821
48,0.7422587871551514,0.6443514227867126,0.8122009634971619,0.5404081344604492
49,0.7452505826950073,0.6346697807312012,0.8122009634971619,0.5399706959724426
50,0.7401645183563232,0.6404594779014587,0.8127990365028381,0.5398518443107605
51,0.7464472651481628,0.6419182419776917,0.8127990365028381,0.539827823638916
52,0.7380703091621399,0.6474566459655762,0.8127990365028381,0.5396615266799927
53,0.748541533946991,0.6321670413017273,0.8127990365028381,0.5395907759666443
54,0.7515332698822021,0.6429078578948975,0.8127990365028381,0.5395142436027527
55,0.745549738407135,0.6493793725967407,0.8127990365028381,0.5395187735557556
56,0.7436050772666931,0.6445040702819824,0.8127990365028381,0.5393471717834473
57,0.7377711534500122,0.6543405055999756,0.8127990365028381,0.5392851829528809
58,0.7558713555335999,0.6245560050010681,0.8127990365028381,0.53907310962677
59,0.7415108680725098,0.6571520566940308,0.8127990365028381,0.5390870571136475
60,0.7456993460655212,0.6495935320854187,0.8127990365028381,0.5391302704811096
61,0.7446522116661072,0.6446508765220642,0.8127990365028381,0.5390833616256714
62,0.7403141260147095,0.6476927995681763,0.8127990365028381,0.5390254259109497
63,0.7491398453712463,0.6308857202529907,0.8127990365028381,0.5390824675559998
64,0.7494390606880188,0.6361909508705139,0.8127990365028381,0.538946270942688
65,0.7474943995475769,0.6406393051147461,0.8127990365028381,0.5389596223831177
66,0.748092770576477,0.6346607208251953,0.8127990365028381,0.5389177203178406
67,0.7448018193244934,0.6401854157447815,0.8127990365028381,0.5389577150344849
68,0.748092770576477,0.6420040130615234,0.8127990365028381,0.5389344096183777
69,0.7473447918891907,0.6389080882072449,0.8127990365028381,0.5389373302459717
70,0.7415108680725098,0.6544145941734314,0.8127990365028381,0.5388941168785095
71,0.7471951842308044,0.6344435811042786,0.8127990365028381,0.5388314127922058
72,0.7458488941192627,0.642647385597229,0.8127990365028381,0.5388036370277405
73,0.7456993460655212,0.6440617442131042,0.8127990365028381,0.5387957692146301
74,0.7446522116661072,0.6394239068031311,0.8127990365028381,0.5387709140777588
75,0.7424083948135376,0.6521454453468323,0.8127990365028381,0.5387850999832153
0,0.41585639119148254,1.5928019285202026,0.6925837397575378,1.0877127647399902
1,0.5799551010131836,1.103603482246399,0.7194976210594177,0.8912263512611389
2,0.6242333650588989,0.9783290028572083,0.7374401688575745,0.8218604922294617
3,0.6353029012680054,0.9388022422790527,0.7482057213783264,0.7845406532287598
4,0.6356021165847778,0.9156352281570435,0.7511961460113525,0.7624266147613525
5,0.6468212604522705,0.8933649063110352,0.7547847032546997,0.7497018575668335
6,0.6489154696464539,0.8882157206535339,0.755382776260376,0.7409662008285522
7,0.648017942905426,0.8828471899032593,0.7577751278877258,0.738186240196228
8,0.6526551842689514,0.87664794921875,0.7601674795150757,0.7332120537757874
9,0.6532535552978516,0.8714625239372253,0.760765552520752,0.7302847504615784
10,0.6619296669960022,0.8640854954719543,0.7601674795150757,0.72793048620224
11,0.6614809036254883,0.8664249777793884,0.7589712738990784,0.7264319062232971
12,0.6583395600318909,0.8624212145805359,0.7589712738990784,0.7254876494407654
13,0.6568436622619629,0.8676342368125916,0.7589712738990784,0.7248409390449524
14,0.6572924256324768,0.8632386922836304,0.7601674795150757,0.7242909073829651
15,0.6620792746543884,0.8647746443748474,0.7601674795150757,0.7239837646484375
16,0.6631264090538025,0.8595163226127625,0.7601674795150757,0.7237523198127747
17,0.660433828830719,0.8547478318214417,0.760765552520752,0.723590075969696
18,0.6598354578018188,0.8682413697242737,0.760765552520752,0.7234750390052795
19,0.6644726991653442,0.8580368161201477,0.760765552520752,0.7233438491821289
20,0.6580404043197632,0.860390841960907,0.760765552520752,0.7232924699783325
21,0.6566941142082214,0.8669302463531494,0.760765552520752,0.7232519388198853
22,0.6620792746543884,0.8598491549491882,0.760765552520752,0.7232205271720886
23,0.658937931060791,0.8630447387695312,0.760765552520752,0.7231881022453308
24,0.6653702259063721,0.8606301546096802,0.760765552520752,0.7231693267822266
